ActionStrategy,Fermi(K=0.5),ImitationStrategy,"RLStrategy(learning_rate=0.1, epsilon=0.1, initial_q=0.0)"
0.51425,0.10341083333333334,0.004319166666666664,0.3576324999999999
0.51425,0.1332925,0.013369166666666649,0.35331666666666667
0.51425,0.1076625,0.005833333333333318,0.35709416666666666
0.51425,0.05550750000000001,0.023110833333333337,0.3591958333333334
0.51425,0.14584499999999995,0.003333333333333327,0.35838250000000005
0.51425,0.14457083333333334,0.0007499999999999987,0.35505916666666665
0.51425,0.205315,0.0547125,0.36136666666666667
0.51425,0.05015666666666666,0.018791666666666665,0.3560691666666667
0.51425,0.11859333333333333,0.004291666666666667,0.36125750000000006
